2015-07-17,599,599,597,599,3600,599.0
2015-07-16,599,601,598,600,16900,600.0
2015-07-15,600,605,594,597,27700,597.0
2015-07-14,597,609,588,595,37700,595.0
2015-07-13,585,598,585,587,11600,587.0
2015-07-10,600,614,575,580,48600,580.0
2015-07-09,578,608,532,602,115400,602.0
2015-07-08,616,617,596,608,70600,608.0
2015-07-07,605,615,604,615,34200,615.0
2015-07-06,612,613,602,603,27500,603.0
2015-07-03,614,614,594,608,40600,608.0
2015-07-02,617,617,608,611,19400,611.0
2015-07-01,604,610,604,608,8300,608.0
2015-06-30,595,610,593,604,15400,604.0
2015-06-29,601,605,593,593,38400,593.0
2015-06-26,610,617,608,611,23700,611.0
2015-06-25,620,620,610,613,35300,613.0
2015-06-24,616,620,615,620,21700,620.0
2015-06-23,611,618,610,616,42100,616.0
2015-06-22,608,611,605,611,11200,611.0
2015-06-19,608,609,604,607,12900,607.0
2015-06-18,608,608,600,601,12800,601.0
2015-06-17,610,610,604,608,8800,608.0
2015-06-16,605,614,603,609,68900,609.0
2015-06-15,597,603,596,603,6400,603.0
2015-06-12,594,604,591,598,43500,598.0
2015-06-11,588,594,588,591,7400,591.0
2015-06-10,586,590,586,587,9600,587.0
2015-06-09,588,589,584,584,10100,584.0
2015-06-08,591,592,583,588,14900,588.0
2015-06-05,591,594,586,592,23900,592.0
2015-06-04,590,597,590,591,11700,591.0
2015-06-03,588,590,586,587,7000,587.0
2015-06-02,589,593,586,588,7500,588.0
2015-06-01,586,591,583,589,14000,589.0
2015-05-29,586,590,586,587,23100,587.0
2015-05-28,593,595,588,592,11700,592.0
2015-05-27,596,598,590,595,8000,595.0
2015-05-26,598,598,594,595,10800,595.0
2015-05-25,598,599,595,596,24500,596.0
2015-05-22,597,598,595,598,4600,598.0
2015-05-21,597,600,595,595,9800,595.0
2015-05-20,597,599,596,599,8300,599.0
2015-05-19,597,598,593,597,9000,597.0
2015-05-18,591,598,591,598,9100,598.0
2015-05-15,593,597,591,594,7400,594.0
2015-05-14,592,597,591,592,8800,592.0
2015-05-13,593,597,593,596,5900,596.0
2015-05-12,601,601,595,599,13900,599.0
2015-05-11,595,601,595,599,8500,599.0
2015-05-08,591,600,590,595,12200,595.0
2015-05-07,592,597,591,591,7500,591.0
2015-05-01,590,593,590,592,11200,592.0
2015-04-30,599,600,593,598,10400,598.0
2015-04-28,601,601,598,599,9000,599.0
2015-04-27,600,604,596,598,14300,598.0
2015-04-24,596,600,596,597,21100,597.0
2015-04-23,597,599,596,596,6400,596.0
2015-04-22,599,599,593,594,5800,594.0
2015-04-21,592,594,590,594,6100,594.0
2015-04-20,597,597,590,593,12200,593.0
2015-04-17,595,601,595,596,8000,596.0
2015-04-16,595,604,591,600,10800,600.0
2015-04-15,590,594,590,594,7800,594.0
2015-04-14,596,597,580,594,21800,594.0
2015-04-13,601,601,595,597,7300,597.0
2015-04-10,598,605,595,601,22600,601.0
2015-04-09,630,649,593,605,113000,605.0
2015-04-08,588,600,580,580,17200,580.0
2015-04-07,582,587,579,581,18200,581.0
2015-04-06,582,584,579,582,10200,582.0
2015-04-03,584,584,581,584,10300,584.0
2015-04-02,577,585,572,579,14200,579.0
2015-04-01,578,579,559,572,21900,572.0
2015-03-31,590,590,581,582,10700,582.0
2015-03-30,581,584,563,582,18300,582.0
2015-03-27,585,590,581,583,12900,583.0
2015-03-26,588,589,585,587,12000,587.0
2015-03-25,588,589,588,588,16400,588.0
2015-03-24,585,588,585,588,8100,588.0
2015-03-23,585,590,585,590,7600,590.0
2015-03-20,588,588,580,585,19900,585.0
2015-03-19,589,590,583,588,9700,588.0
2015-03-18,595,595,589,593,9200,593.0
2015-03-17,594,595,591,593,7600,593.0
2015-03-16,588,595,588,592,6000,592.0
2015-03-13,589,596,587,589,45000,589.0
2015-03-12,598,600,596,599,14600,599.0
2015-03-11,587,595,587,592,5400,592.0
2015-03-10,594,596,589,594,9100,594.0
2015-03-09,588,595,587,594,7100,594.0
2015-03-06,591,593,587,588,46500,588.0
2015-03-05,585,592,585,587,5600,587.0
2015-03-04,588,590,576,585,14400,585.0
2015-03-03,597,597,588,591,6700,591.0
2015-03-02,591,597,591,593,4900,593.0
2015-02-27,606,610,589,593,14500,593.0
2015-02-26,600,606,598,606,12000,606.0
2015-02-25,600,601,588,599,42000,599.0
2015-02-24,598,600,596,600,10900,600.0
2015-02-23,600,601,596,596,14500,596.0
2015-02-20,601,604,598,598,19300,598.0
2015-02-19,598,607,596,606,17500,606.0
2015-02-18,595,600,594,598,19700,598.0
2015-02-17,589,597,585,591,21600,591.0
2015-02-16,599,604,594,594,20100,594.0
2015-02-13,599,599,595,597,11400,597.0
2015-02-12,598,625,588,599,16300,599.0
2015-02-10,588,592,588,592,3000,592.0
2015-02-09,592,592,587,589,15600,589.0
2015-02-06,592,594,590,592,9600,592.0
2015-02-05,591,591,586,589,8400,589.0
