2015-07-17,412,417,411,413,7800,413.0
2015-07-16,416,416,410,413,12500,413.0
2015-07-15,417,422,416,419,12100,419.0
2015-07-14,430,430,416,416,22100,416.0
2015-07-13,405,426,405,420,29500,420.0
2015-07-10,404,411,404,406,11400,406.0
2015-07-09,400,404,381,404,46100,404.0
2015-07-08,428,428,410,411,25300,411.0
2015-07-07,420,430,420,423,23000,423.0
2015-07-06,435,435,405,420,46500,420.0
2015-07-03,425,437,421,437,16500,437.0
2015-07-02,435,444,426,426,45200,426.0
2015-07-01,415,476,412,430,166000,430.0
2015-06-30,415,418,410,415,31700,415.0
2015-06-29,425,432,412,421,42500,421.0
2015-06-26,460,461,442,446,26400,446.0
2015-06-25,445,480,445,453,48300,453.0
2015-06-24,456,456,443,448,20100,448.0
2015-06-23,449,458,442,449,31300,449.0
2015-06-22,443,447,438,441,17000,441.0
2015-06-19,445,447,437,438,28000,438.0
2015-06-18,462,462,445,445,37200,445.0
2015-06-17,461,477,456,456,55900,456.0
2015-06-16,459,498,451,469,142300,469.0
2015-06-15,430,500,430,458,314300,458.0
2015-06-12,440,516,430,444,448900,444.0
2015-06-11,496,496,437,443,575500,443.0
2015-06-10,408,488,408,488,1200000,488.0
2015-06-09,418,418,406,408,74000,408.0
2015-06-08,442,446,423,423,157600,423.0
2015-06-05,522,557,450,450,1735800,450.0
2015-06-04,411,486,407,486,555900,486.0
2015-06-03,401,413,400,406,32700,406.0
2015-06-02,403,407,400,403,17700,403.0
2015-06-01,399,407,397,407,28500,407.0
2015-05-29,398,408,398,400,20800,400.0
2015-05-28,407,429,400,402,97100,402.0
2015-05-27,400,405,399,405,15300,405.0
2015-05-26,396,405,395,405,22500,405.0
2015-05-25,400,405,391,397,31300,397.0
2015-05-22,402,403,396,396,35800,396.0
2015-05-21,414,417,404,404,24300,404.0
2015-05-20,420,420,409,410,27300,410.0
2015-05-19,399,413,398,412,42200,412.0
2015-05-18,397,431,397,406,89100,406.0
2015-05-15,414,420,403,405,67000,405.0
2015-05-14,436,436,421,430,51600,430.0
2015-05-13,443,449,427,436,110900,436.0
2015-05-12,459,477,443,447,180100,447.0
2015-05-11,465,509,453,468,465000,468.0
2015-05-08,544,550,479,479,1512800,479.0
2015-05-07,532,574,494,574,2099800,574.0
2015-05-01,421,494,418,494,1676100,494.0
2015-04-30,385,447,382,414,543900,414.0
2015-04-28,394,404,390,390,43300,390.0
2015-04-27,402,404,395,402,60700,402.0
2015-04-24,405,407,388,397,89800,397.0
2015-04-23,369,427,368,397,511200,397.0
2015-04-22,367,372,363,368,20600,368.0
2015-04-21,365,368,360,361,36100,361.0
2015-04-20,380,380,360,367,50800,367.0
2015-04-17,395,395,388,388,37600,388.0
2015-04-16,401,405,391,394,48000,394.0
2015-04-15,396,406,395,402,38500,402.0
